BookName,BookId,ISSN,Auth,Category,Publisher,PublishTime,isBorrowed,Reserve,location
New Windmills: To Kill a Mockingbird (New Windmills),4495,435120964,Harper Lee,Math,Heinemann Educational Books - Secondary Division,1996,0,10,Library
Fever Pitch,4496,140293442,Nick Hornby,Math,Penguin Books Ltd,2000,0,10,Library
Whitsun Weddings,4497,571097103,Philip Larkin,Math,Faber &amp; Faber,1964,0,10,Library
High Fidelity,4498,140293469,Nick Hornby,Math,Penguin Books Ltd,2000,0,10,Library
Love You Forever,4499,920668372,Robert N. Munsch,Math,Firefly Books Ltd,1986,0,10,Library
White Teeth: A Novel,4500,375703861,Zadie Smith,Math,Vintage Books USA,2001,0,10,Library
Quivers: A Life,4501,60391537,Robin Quivers,Math,Harpercollins,1995,0,10,Library
East of the Mountains (Vintage Contemporaries (Paperback)),4502,156011042,David Guterson,Math,Harvest Books,2000,0,10,Library
"Legends: Short Novels by the Masters of Modern Fantasy, Vol. 1",4503,812566637,Robert Silverberg,Math,Tor Books,1999,0,10,Library
Wicked : The Life and Times of the Wicked Witch of the West,4504,60391448,Gregory Maguire,Math,HarperCollins,1995,0,10,Library
The Vision of Emma Blau,4505,684829975,Ursula Hegi,Math,Simon &amp; Schuster,2000,0,10,Library
Firestarter (Signet Book),4506,451099648,Stephen King,Math,New Amer Library,1981,0,10,Library
A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,4507,671776975,Norman Maclean,Math,Pocket,1992,0,10,Library
The Outsiders,4508,440967694,S. E. Hinton,Math,Learning Curve,1993,0,10,Library
Death Be Not Proud a Memoir,4509,60801115,John Gunther,Math,Harper Row,0,0,10,Library
The Catcher in the Rye,4510,553149660,J. D. Salinger,Math,Bantam Books,0,0,10,Library
Sophie's World: A Novel About the History of Philosophy,4511,425152251,Jostein Gaarder,Math,Berkley Publishing Group,1996,0,10,Library
Silence of the Lambs,4512,312924585,Thomas Harris,Math,St. Martin's Press,1991,0,10,Library
Cry the Beloved Country,4513,684718634,Alan Paton,Math,Simon Schuster Trade,1990,0,10,Library
The Hot Zone,4514,385479565,Richard Preston,Math,Anchor,1995,0,10,Library
Snakes: Their Care and Keeping,4515,876056354,Lenny Flank,Math,Howell Books,1998,0,10,Library
Born Free: A Lioness of Two Worlds,4516,375714383,Joy Adamson,Math,Pantheon Books,2000,0,10,Library
The Revenants,4517,441718213,Sheri S. Tepper,Math,Ace Books,1984,0,10,Library
Akhenaten : Dweller in TruthA Novel,4518,385499094,Naguib Mahfouz,Math,Anchor Pub,2000,0,10,Library
Shanghai Baby : A Novel,4519,743421574,Wei Hui,Math,Washington Square Press,2002,0,10,Library
Midnight's Children,4520,140132708,Salman Rushdie,Math,Penguin Books,1995,0,10,Library
Some Days There's Pie: A Novel,4521,312309295,Catherine Landis,Philosophy,St. Martin's Press,2003,0,10,Library
Dragonne's Eg,4522,671578103,Mary Brown,Computer,Baen,1999,0,10,Library
"Long Hot Summoning (The Keeper's Chronicles, Number 3)",4523,756401364,Tanya Huff,Computer,Daw Books,2003,0,10,Library
"The Second Summoning (The Keeper's Chronicles, No 2)",4524,886779758,Tanya Huff,Computer,Daw Books,2001,0,10,Library
Sleep Toward Heaven: A Novel,4525,1931561230,Amanda Eyre Ward,Computer,MacAdam/Cage Publishing,2003,0,10,Library
Lost Woods: The Discovered Writing of Rachel Carson,4526,807085464,Rachel Carson,Computer,Beacon Press,1998,0,10,Library
Small Wonder: Essays,4527,60504072,Barbara Kingsolver,Computer,HarperCollins,2002,0,10,Library
The Salmon of Doubt,4528,345460952,DOUGLAS ADAMS,Computer,Ballantine Books,2003,0,10,Library
Round Ireland With a Fridge,4529,312274920,Tony Hawks,Computer,St. Martin's Press,2001,0,10,Library
Parzival and the Stone from Heaven: A Grail Romance Retold for Our Time,4530,7134495,Lindsay Clarke,Computer,Thorsons Publishers,2002,0,10,Library
The Remarkable Journey of Prince Jen,4531,440408903,Lloyd Alexander,Computer,Yearling,1993,0,10,Library
The Fresco,4532,038081658X,Sheri S. Tepper,Computer,Eos,2002,0,10,Library
The Family Tree,4533,380791978,Sheri S. Tepper,Computer,Eos,1998,0,10,Library
The Cheetah Chase,4534,345397800,Karin McQuillan,Computer,Fawcett Books,1995,0,10,Library
"Memnoch the Devil (Vampire Chronicles, No 5)",4535,345409671,Anne Rice,Computer,Ballantine Books,1997,0,10,Library
Through Alien Eyes,4536,441007392,Amy Thomson,Computer,Ace Books,2000,0,10,Library
The Color of Distance,4537,441006329,Amy Thomson,Computer,Ace Books,1999,0,10,Library
Six Moon Dance,4538,380791986,Sheri S. Tepper,Computer,Eos,1999,0,10,Library
Lythande,4539,886771544,Marion Zimmer Bradley,Computer,Daw Books,1986,0,10,Library
The Samurai's Wife (A Sano Ichiro Mystery),4540,312974485,Laura Joh Rowland,Computer,St. Martin's Paperbacks,2001,0,10,Library
Black Lotus (A Sano Ichiro Mystery),4541,312979584,Laura Joh Rowland,Computer,St. Martin's Paperbacks,2002,0,10,Library
Snow Crash (Bantam Spectra Book),4542,553380958,NEAL STEPHENSON,Computer,Bantam,2000,0,10,Library
The Book of Air (Dragon Quartet),4543,756400805,Marjorie B. Kellogg,Computer,Daw Books,2003,0,10,Library
"The Book of Fire (Kellogg, M. Bradley. Dragon Quartet, V. 3.)",4544,886779014,Marjorie B. Kellogg,Computer,Daw Books,2000,0,10,Library
The Book of Water (Daw Book Collectors),4545,886776880,Marjorie B. Kellogg,Computer,Daw Books,1997,0,10,Library
The Book of Earth (Dragon Quartet),4546,886775744,Marjorie B. Kellogg,Computer,Daw Books,1995,0,10,Library
The Fellowship of the Ring (Lord of the Rings (Paperback)),4547,395272238,J. R. R. Tolkien,Computer,Houghton Mifflin,1988,0,10,Library
"Mendoza in Hollywood (A Novel of the Company, Book 3)",4548,380819007,Kage Baker,Computer,Eos,2001,0,10,Library
"Sky Coyote (A Novel of the Company, Book 2)",4549,380731800,Kage Baker,Computer,Eos,2000,0,10,Library
Fire Bringer,4550,142300608,David Clement-Davies,Computer,Puffin Books,2002,0,10,Library
Temporary Agency,4551,087951602X,Rachel Pollack,Computer,Overlook Press,1995,0,10,Library
Mister Posterior and the Genius Child,4552,042518627X,Emily Jenkins,Computer,Berkley Publishing Group,2002,0,10,Library
"In the Garden of Iden (A Novel of the Company, Book 1)",4553,380731797,Kage Baker,Computer,Eos,1998,0,10,Library
Secret,4554,970851715,Mirika Mayo Cornelius,Computer,Akirim Press,2002,0,10,Library
First to Fight: An Inside View of the U.S. Marine Corps (Bluejacket Books),4555,1557504644,Victor H. Krulak,Computer,Naval Institute Press,1999,0,10,Library
Selected Poems,4556,081120958X,William Carlos Williams,Computer,New Directions Publishing Corporation,1985,0,10,Library
Marriages and Families: Making Choices in a Diverse Society,4557,534525075,Mary Ann Lamanna,Computer,Thomson Learning,1999,0,10,Library
Dream Island (Medieval Trilogy),4558,553583891,Josie Litton,Computer,Bantam Books,2002,0,10,Library
The BIBLE CODE,4559,684849739,Michael Drosnin,Computer,Touchstone,1998,0,10,Library
Bachelor Brothers' Bed &amp; Breakfast,4560,312171838,Bill Richardson,Computer,St. Martin's Griffin,1997,0,10,Library
Strange but True,4561,688175716,John Searles,Computer,William Morrow,2004,0,10,Library
That's Amore,4562,743467604,Carol Grace,Computer,Pocket Star,2003,0,10,Library
The Last Chance Cafe : A Novel,4563,671042505,Linda Lael Miller,Computer,Atria,2002,0,10,Library
The Summer of My Greek Taverna : A Memoir,4564,743205413,Tom Stone,Computer,Simon &amp; Schuster,2002,0,10,Library
Time and Chance,4565,399147853,Sharon Kay Penman,Computer,Putnam Publishing Group,2002,0,10,Library
The Rapture of Canaan,4566,425162443,Sheri Reynolds,Computer,Berkley Publishing Group,1997,0,10,Library
The Eleanor Roosevelt Girls,4567,966482018,Bonnie Bluh,Computer,Lyre-Bird Books,1999,0,10,Library
"Lucia, Lucia : A Novel",4568,1400060052,ADRIANA TRIGIANI,Computer,Random House,2003,0,10,Library
Simon Says,4569,451181409,Gloria Murphy,Computer,Signet Book,1994,0,10,Library
To the Heart of the Nile : Lady Florence Baker and the Exploration of Central Africa,4570,60505559,Pat Shipman,Computer,William Morrow,2004,0,10,Library
Dancing in the Dark,4571,312104472,Donald Thomas,Computer,St Martins Pr,1994,0,10,Library
Recipes For Easy Living,4572,1551667533,Curtiss Ann Matlock,Computer,Mira,2003,0,10,Library
Mrs. Mike,4573,425183238,Benedict Freedman,Computer,Berkley Publishing Group,2002,0,10,Library
The Secret Hour,4574,553802240,LUANNE RICE,Computer,Bantam,2003,0,10,Library
"Those Christmas Angels (Harlequin Superromance, 1164)",4575,373711646,Debbie Macomber,Computer,Harlequin,2003,0,10,Library
What We Keep : A Novel (Ballantine Reader's Circle),4576,345423291,Elizabeth Berg,Computer,Ballantine Books,1999,0,10,Library
Heaven and Earth (Three Sisters Island Trilogy),4577,515132020,Nora Roberts,Computer,Jove Books,2003,0,10,Library
This is My Daughter: A Novel,4578,684864363,Roxana Robinson,Computer,Touchstone,1999,0,10,Library
Dance upon the Air (Three Sisters Island Trilogy),4579,515131229,Nora Roberts,Computer,Jove Books,2003,0,10,Library
Murder Under Blue Skies,4580,451192974,Willard Scott,Computer,Onyx Books,2002,0,10,Library
The Future Homemakers of America,4581,446679364,Laurie Graham,Computer,Warner Books,2002,0,10,Library
Entering Normal (Ballantine Reader's Circle),4582,345445732,Anne D. Leclaire,Computer,Ballantine Books,2002,0,10,Library
Last Puzzle &amp; Testament (Puzzle Lady Mysteries (Paperback)),4583,553581430,Parnell Hall,Computer,Bantam Books,2001,0,10,Library
Sweet Nothings,4584,451410157,Catherine Anderson,Computer,Onyx Books,2002,0,10,Library
A Snowball's Chance/ A Christmas Carol,4585,373441320,Nikki Rivers,Computer,Harlequin,2001,0,10,Library
Home To Eden,4586,1551662906,Dallas Schulze,Computer,Mira,1997,0,10,Library
Maitland Maternity Christmas: (3 Novels in 1),4587,373834748,Muriel Jenson,Computer,Harlequin,2001,0,10,Library
Christmas Pie,4588,843943319,Emma Craig,Computer,Leisure Books,1997,0,10,Library
"Book Lust: Recommended Reading for Every Mood, Moment, and Reason",4589,1570613818,Nancy Pearl,Computer,Sasquatch Books,2003,0,10,Library
Dirt Music : A Novel,4590,743228022,Tim Winton,Computer,Scribner,2002,0,10,Library
Enduring Love,4591,385494149,Ian McEwan,Computer,Anchor Books/Doubleday,1999,0,10,Library
The Next Step in the Dance : A Novel,4592,312199368,Tim Gautreaux,Computer,Picador,1999,0,10,Library
One Thousand White Women : The Journals of May Dodd: A Novel,4593,312199430,Jim Fergus,Computer,St. Martin's Griffin,1999,0,10,Library
"Rebekah: Women of Genesis (Women of Genesis, 2)",4594,1570089957,Orson Scott Card,Computer,Shadow Mountain,2001,0,10,Library
The Debt: What America Owes to Blacks,4595,452282101,Randall Robinson,Computer,Plume Books,2001,0,10,Library
"Rule by Secrecy: The Hidden History That Connects the Trilateral Commission, the Freemasons, and the Great Pyramids",4596,60193689,Jim Marrs,Computer,HarperCollins Publishers,2000,0,10,Library
La Aventura del Tocador de Senoras,4597,8432210900,Eduardo Mendoza,Computer,Editorial Seix Barral,2001,0,10,Library
Madame Bovary (Fabula),4598,8472237443,Gustave Flaubert,Computer,Tusquets,2002,0,10,Library
Flatland: A Romance of Many Dimensions (Dover Thrift Editions),4599,048627263X,Edwin A. Abbott,Computer,Dover Publications,1992,0,10,Library
The Gift of the Magi and Other Short Stories (Dover Thrift Editions),4600,486270610,O. Henry,Computer,Dover Publications,1992,0,10,Library
The Sculptress,4601,330330373,Minette Walters,Computer,Macmillan Pub Ltd,1995,0,10,Library
The Legend That Was Earth,4602,671318403,James P. Hogan,Computer,Baen,2001,0,10,Library
The Vorpal Blade,4603,743440358,Colin Forbes,Computer,Simon &amp; Schuster (Trade Division),2002,0,10,Library
Unbearable Lightness of Being,4604,571135390,Milan Kundera,Computer,Faber Faber Inc,0,0,10,Library
Letters from Medjugorje,4605,1557250219,Wayne Weible,Computer,Paraclete Press (MA),1991,0,10,Library
Road to Wellville,4606,451183746,T. Coraghessan Boyle,Computer,New Amer Library (Mm),1994,0,10,Library
The Family of Pascual Duarte,4607,316134317,Camilo Jose Cela,Computer,Little Brown &amp; Co,1989,0,10,Library
The Secrets of Bach Flower Remedies,4608,789467747,Jeremy Harwood,Computer,Dorling Kindersley Publishing,2000,0,10,Library
"More Than a Pink Cadillac : Mary Kay, Inc.'s Nine Leadership Keys to Success",4609,71408398,Jim Underwood,Computer,McGraw-Hill,2002,0,10,Library
What Looks Like Crazy On An Ordinary Day,4610,038079487X,Pearl Cleage,Computer,Perennial,1998,0,10,Library
Angela's Ashes (MMP) : A Memoir,4611,684872153,Frank McCourt,Computer,Scribner,1999,0,10,Library
Mutant Message Down Under,4612,60926317,Marlo Morgan,Computer,Perennial,1995,0,10,Library
Knights of the Whip: Stagecoach Days in Oregon,4613,961937904,Gary Meier,Computer,Gary &amp; Gloria Meier,1987,0,10,Library
The Way of a Boy: A Memoir of Java,4614,140179755,Ernest Hillen,Computer,Penguin USA,1995,0,10,Library
Birds of the Innocent Wood,4615,571152813,Deirdre Madden,Computer,Farrar Straus &amp; Giroux,1989,0,10,Library
Lady Chatterley's Lover (Penguin Popular Classics),4616,140622500,D.H. Lawrence,Computer,Penguin Books Ltd,1997,0,10,Library
Grijze Wolven: Een zoektocht naar Turks extreem-rechts,4617,9038802986,Stella Braam,Computer,Nijgh &amp; Van Ditmar,1997,0,10,Library
At Ruby's,4618,7101953,Frank DeLaney,Computer,HarperCollins Publishers,2001,0,10,Library
Snow White and the Seven Samurai,4619,1857238982,Tom Holt,Computer,Orbit Book Co,0,0,10,Library
Die externe Rechnungslegung der Kreditinstitute und Finanzdienstleistungsinstitute (Vahlens HandbÃ¼cher der Wirtschafts- und Sozialwissenschaften),4620,380062236X,Hartmut Bieg,Computer,Vahlen,1999,0,10,Library
The Corrections: A Novel,4621,312421273,Jonathan Franzen,Computer,Picador USA,2002,0,10,Library
Sick Puppy,4622,679454454,Carl Hiaasen,Computer,Alfred A. Knopf,2000,0,10,Library
"CSI, Miami: Heat Wave",4623,743480562,Max Allan Collins,Computer,Pocket Star,2004,0,10,Library
Tempting the Heiress,4624,312986211,Barbara Pierce,Computer,St. Martin's Paperbacks,2004,0,10,Library
Mimosa Grove (Mira),4625,778320294,Dinah McCall,Computer,Mira,2004,0,10,Library
The Marriage Test,4626,425196453,Betina Krahn,Computer,Berkley Publishing Group,2004,0,10,Library
The Dragon Lord's Daughters,4627,1575668572,Bertrice Small,Computer,BRAVA,2004,0,10,Library
Getting What You Want,4628,821776126,Kathy Love,Computer,Zebra Books,2004,0,10,Library
Perfect Switch,4629,821773429,Lisa Plumley,Computer,Zebra Books,2004,0,10,Library
What Memories Remain,4630,60555882,Cait London,Computer,Avon,2004,0,10,Library
Again The Magic,4631,380811081,Lisa Kleypas,Computer,Avon,2004,0,10,Library
The Thin Pink Line (Red Dress Ink),4632,373250592,Lauren Baratz-Logsted,Computer,Red Dress Ink,2004,0,10,Library
With Open Arms (Silhouette Single Title),4633,373285043,Nora Roberts,Computer,Silhouette,2004,0,10,Library
Blood Lure,4634,399147020,Nevada Barr,Computer,G. P. Putnam's Sons,2001,0,10,Library
The Cube,4635,62512668,Annie Gottlieb,Computer,HarperSanFrancisco,1995,0,10,Library
Nerd in Shining Armor,4636,440241162,Vicki Lewis Thompson,Computer,Dell Publishing Company,2003,0,10,Library
Any Small Goodness: A Novel of the Barrio,4637,439233844,Tony Johnston,Computer,Scholastic Paperbacks,2003,0,10,Library
Ravage,4638,785917136,Rene Barjavel,Computer,French &amp; European Pubns,1972,0,10,Library
The Toy Factory (Sammy and Brian Mystery),4639,1930353006,Ken Munro,Computer,Masthof Pr,2000,0,10,Library
Homecoming: The Southern Family in Short Fiction,4640,874831121,Liz Smith Parkhurst,Computer,August House Pub Inc,1990,0,10,Library
Shopgirl : A Novella,4641,786866586,Steve Martin,Computer,Hyperion Press,2000,0,10,Library
Medicine River,4642,140254749,Thomas King,Computer,Penguin Books,1991,0,10,Library
Im CafÃ?Â© und auf der Strasse. Geschichten.,4643,3250600520,HansjÃ?Â¶rg Schneider,Computer,Ammann,2002,0,10,Library
Die Fehler des Kopisten: Botho Strauss,4644,3446190295,Botho Strauss,Computer,Hanser,1997,0,10,Library
Das Schimmern der FlÃ¼gel: Jugendmythen,4645,3250102342,Erika Burkart,Computer,Ammann,1994,0,10,Library
"Fursorgliche Belagerung (Fiction, Poetry and Drama)",4646,342310001X,Boll,Computer,Deutscher Taschenbuch Verlag (DTV),0,0,10,Library
"Erinnerungen an Kreisau, 1930-1945",4647,3406426530,Freya von Moltke,Computer,Beck,1997,0,10,Library
August der Starke: Bilder einer Zeit,4648,3354005092,Reinhard Delau,Computer,Mitteldeutscher Verlag,1989,0,10,Library
Nachtbuch fÃ¼r Astrid (Odeon),4649,3250300020,HansjÃ¶rg Schneider,Computer,Ammann,2000,0,10,Library
Unstete Leute: Roman,4650,3608958703,Christina Viragh,Computer,Klett-Cotta,1992,0,10,Library
A Marriage Made in Heaven : Or Too Tired for an Affair,4651,61092029,Erma Bombeck,Computer,HarperTorch,1994,0,10,Library
Die USA im RÃ¼ckspiegel: Aufzeichnungen eines Schweizer Amerika-Reisenden,4652,3718501473,Jacques Wirz,Computer,Janus,1995,0,10,Library
Der Matarese- Bund. Roman.,4653,3453017978,Robert Ludlum,Computer,Heyne,1983,0,10,Library
Die Akte Odessa. / Das vierte Protokoll.,4654,3492230466,Frederick Forsyth,Computer,Piper,2000,0,10,Library
Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,4655,3492045170,Michael Moore,Computer,Piper,2003,0,10,Library
Comprehensive School Health Education: Totally Awesome Strategies for Teaching Health,4656,72521309,Linda Brower Meeks,Computer,McGraw-Hill Companies,2002,0,10,Library
An Anthropologist on Mars: Seven Paradoxical Tales,4657,679756973,Oliver W. Sacks,Computer,Vintage Books USA,1996,0,10,Library
"Inconspicuous Consumption:  An Obsessive Look at the Stuff We Take for Granted, from the Everyday to the Obscure",4658,517886685,Paul Lukas,Computer,Three Rivers Press (CA),1997,0,10,Library
The Tao of Physics,4659,1570625190,FRITJOF CAPRA,Computer,Shambhala,2000,0,10,Library
All in the family: A cultural history of family life,4660,670866563,Suanne Kelman,Computer,Viking,1998,0,10,Library
Nobrow: The Culture of Marketing-The Marketing of Culture,4661,375405046,John Seabrook,Computer,Alfred A. Knopf,2000,0,10,Library
The Pursuit of Pleasure (Pursuit of Pleasure),4662,316845442,Lionel Tiger,Computer,Little Brown &amp; Co,1993,0,10,Library
We want some too: Underground desire and the reinvention of mass culture,4663,140291725,Hal Niedzviecki,Computer,Penguin Putnam,2000,0,10,Library
Denial of Death,4664,29023106,Ernest Becker,Computer,MacMillan Publishing Company.,1975,0,10,Library
Woody Allen on Woody Allen: In Conversation With Stig Bjorkman,4665,802134254,Woody Allen,Computer,Grove Press,1995,0,10,Library
The Melancholy Death of Oyster Boy : and Other Stories,4666,688156819,Tim Burton,Computer,HarperEntertainment,1997,0,10,Library
"The World's Shortest Stories: Murder, Love, Horror, Suspense, All This and Much More in the Most Amazing Short Stories Ever Written, Each One Just 55 Words Long",4667,762403004,Steve Moss,Computer,Running Press Book Publishers,1998,0,10,Library
Scent of Dried Roses,4668,140250840,Tim Lott,Computer,Penguin Putnam~trade,0,0,10,Library
Double Indemnity (Vintage Crime/Black Lizard),4669,679723226,James M. Cain,Computer,Vintage,1989,0,10,Library
The Maltese Falcon (Vintage Crime/Black Lizard),4670,679722645,DASHIELL HAMMETT,Computer,Vintage,1989,0,10,Library
An Underachiever's Diary,4671,380732181,Benjamin Anastas,Computer,Perennial,1999,0,10,Library
Blindness (Harvest Book),4672,156007754,Jose Saramago,Computer,Harvest Books,1999,0,10,Library
The Complete Fairy Tales of the Brothers Grimm,4673,553371010,Jack Zipes,Computer,Bantam,1992,0,10,Library
Generation X: Tales for an Accelerated Culture,4674,031205436X,Douglas Coupland,Computer,St. Martin's Press,1992,0,10,Library
The Beach,4675,1573226521,Alex Garland,Computer,Riverhead Books,1998,0,10,Library
The Fuck Up,4676,671027638,Arthur Nersesian,Computer,MTV,1999,0,10,Library
Thumbsucker,4677,385497091,Walter Kirn,Computer,Anchor Books/Doubleday,1999,0,10,Library
Fever Pitch,4678,1573226882,Nick Hornby,Computer,Riverhead Books,1998,0,10,Library
High Fidelity,4679,1573228214,Nick Hornby,Computer,Riverhead Books,2000,0,10,Library
Sea Glass: A Novel,4680,316780812,Anita Shreve,Computer,"Little, Brown",2002,0,10,Library
Range of Motion,4681,515119784,Elizabeth Berg,Computer,Jove Books,1996,0,10,Library
"After Anne (Henke, Roxanne, Coming Home to Brewster, 1.)",4682,736909672,Roxanne Henke,Computer,Harvest House Publishers,2002,0,10,Library
The Last to Know,4683,786011963,Wendy Corsi Staub,Computer,Pinnacle Books,2001,0,10,Library
The Worst-Case Scenario Survival Handbook,4684,811825558,Joshua Piven,Computer,Chronicle Books,1999,0,10,Library
Who Was the Man in the Iron Mask?: And Other Historical Enigmas (Penguin Classic History S.),4685,141390972,Hugh Ross Williamson,Computer,Penguin Books,2002,0,10,Library
Felinestein : Pampering the Genius in Your Cat,4686,62736302,Cindy Ribarich,Computer,HarperResource,1999,0,10,Library
Net Slaves: True Tales of Working the Web,4687,71352430,Bill Lessard,Computer,McGraw-Hill Trade,1999,0,10,Library
NEVERMORE,4688,671798553,Harold Schechter,Computer,Atria,1999,0,10,Library
The Keys of Egypt: The Race to Crack the Hieroglyph Code,4689,60953497,Lesley Adkins,Computer,Perennial,2001,0,10,Library
The Erotomaniac: The Secret Life of Henry Spencer Ashbee,4690,306810646,Ian Gibson,Computer,Da Capo Press,2001,0,10,Library
A Cabinet of Medical Curiosities,4691,393318923,Jan Bondeson,Computer,W.W. Norton &amp; Company,1999,0,10,Library
"Free Software, Free Society: Selected Essays of Richard M. Stallman",4692,1882114981,Richard M. Stallman,Computer,Free Software Foundation,2002,0,10,Library
Essential XUL Programming,4693,471415804,Vaughn Bullard,Computer,Wiley,2001,0,10,Library
"A Secret History : The Book Of Ash, #1 (Book of Ash)",4694,380788691,Mary Gentle,Computer,Eos,1999,0,10,Library
The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),4695,515134449,Laurell K. Hamilton,Computer,Jove Books,1994,0,10,Library
Exim: The Mail Transfer Agent,4696,596000987,Philip Hazel,Computer,O'Reilly,2001,0,10,Library
Introduction to Functional Programming (2nd Edition),4697,134843460,Bird,Computer,Pearson Education,1998,0,10,Library
"The Reptile Room (A Series of Unfortunate Events, Book 2)",4698,64407675,Lemony Snicket,Computer,HarperCollins,1999,0,10,Library
The Things They Carried,4699,767902890,TIM O'BRIEN,Computer,Broadway,1998,0,10,Library
Fantastic Archaeology: The Wild Side of North American Prehistory,4700,812213122,Stephen Williams,Computer,University of Pennsylvania Press,1991,0,10,Library
Dr. Bowdler's Legacy: A History of Expurgated Books in England and America,4701,879238615,Noel Perrin,Computer,David R. Godine Publisher,1992,0,10,Library
The Best American Science and Nature Writing 2002 (The Best American (TM)),4702,618134786,Natalie Angier,Computer,Mariner Books,2002,0,10,Library
A Monstrous Regiment of Women,4703,312135653,Laurie R. King,Computer,St Martins Pr,1995,0,10,Library
The Future of Ideas: The Fate of the Commons in a Connected World,4704,375726446,Lawrence Lessig,Computer,Vintage Books USA,2002,0,10,Library
Cicero: The Life and Times of Rome's Greatest Politician,4705,037575895X,Anthony Everitt,Computer,Random House Trade,2003,0,10,Library
Star Trek Memories,4706,61092355,William Shatner,Computer,HarperTorch,1994,0,10,Library
Mike Nelson's Death Rat! : A Novel,4707,60934727,Michael J. Nelson,Computer,Perennial Currents,2003,0,10,Library
Night Watch : A Long-Lost Adventure in Which Sherlock Holmes Meets Father Brown,4708,375403671,STEPHEN KENDRICK,Computer,Pantheon,2001,0,10,Library
Sherlock Holmes and the Rune Stone Mystery: From the American Chronicles of John H. Watson M.D. (Sherlock Holmes),4709,670888214,Larry Millett,Computer,Viking Books,1999,0,10,Library
Coraline,4710,380977788,Neil Gaiman,Computer,HarperCollins,2002,0,10,Library
Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),4711,441304834,Laurell K. Hamilton,Computer,Ace Books,1995,0,10,Library
Nigger - The Strange Career of a Troublesome Word,4712,375421726,Randall Kennedy,Computer,Pantheon Books,2002,0,10,Library
"My 1,000 Americans: A Year-Long Journey through the Personals",4713,609805002,Rochelle Morton,Computer,Three Rivers Press (CA),2001,0,10,Library
Best of Temp Slave,4714,1891053426,Jeff Kelly,Computer,Garrett County Press,1997,0,10,Library
Bodies in Motion and at Rest: On Metaphor and Mortality,4715,393049272,Thomas Lynch,Computer,W.W. Norton &amp; Company,2000,0,10,Library
None but a blockhead: On being a writer,4716,140099182,Larry L King,Computer,Viking Penguin,1987,0,10,Library
"The Napoleon of Crime : The Life and Times of Adam Worth, Master Thief",4717,385319932,BEN MACINTYRE,Computer,Delta,1998,0,10,Library
A Mind of Its Own: A Cultural History of the Penis,4718,684853205,David M. Friedman,Computer,Free Press,2001,0,10,Library
Great Moments in Sex,4719,609802437,Cheryl Rilly,Computer,Three Rivers Press (CA),1999,0,10,Library
Terminator 3: Rise of the Machines,4720,765347415,David Hagberg,Computer,Tor Books,2003,0,10,Library
Don Juan McQueen,4721,425071081,Eugenia Price,Computer,Berkley Publishing Group,1984,0,10,Library
La Sombra Del Viento/The Shadow Of The Wind,4722,8408043641,Carlos Ruiz Zafon,Computer,Planeta Pub Corp,2003,0,10,Library
Croce e delizia (I Libri di Luciano De Crescenzo),4723,8804367199,Luciano De Crescenzo,Computer,A. Mondadori,1993,0,10,Library
Western Civilizations,4724,393956571,Edward McNall Burns,Computer,W.W. Norton &amp; Company Ltd,1988,0,10,Library
Information Systems: A Management Perspective,4725,805324305,Steven Alter,Computer,Addison-Wesley Pub Co,1996,0,10,Library
Pour en finir avec le travail,4726,2710305089,Xavier Patier,Computer,La Table ronde,1992,0,10,Library
Eloge de la fessÃ?Â©e,4727,2070368378,Jacques Serguine,Computer,Gallimard,1976,0,10,Library
Der MÃ?Â¶rder mit der Strumpfhose. Kommissar Schneider wird zum Elch.,4728,3462025376,Helge Schneider,Computer,Kiepenheuer &amp; Witsch,1996,0,10,Library
Long After Midnight,4729,553571818,IRIS JOHANSEN,Computer,Bantam,1997,0,10,Library
Stranger in a Strange Land (Remembering Tomorrow),4730,441790348,Robert A. Heinlein,Computer,ACE Charter,1995,0,10,Library
Listeners,4731,812550390,Christopher Pike,Computer,Tor Books (Mm),1998,0,10,Library
Salammbo (World Classics),4732,2877141519,Gustave Flaubert,Computer,Brooking International,1999,0,10,Library
The Diaries of Adam and Eve,4733,965881199,Mark Twain,Computer,Fair Oaks Press,1998,0,10,Library
The Diaries of Adam and Eve (Literary Classics),4734,1573928275,Mark Twain,Computer,Prometheus Books,2000,0,10,Library
Fire on the Mountain,4735,014011906X,Anita Desai,Computer,Penguin USA,1990,0,10,Library
Alone in the Australian Outback,4736,920109020,Gladys Taylor,Computer,Deadwood Pub Ltd,1984,0,10,Library
Box Socials,4737,345377494,W. P. Kinsella,Computer,Ballantine Books,1992,0,10,Library
Golf Hall of Shame-12 Copy Prepak,4738,590960369,Bruce Nash,Computer,Pocket Books,1989,0,10,Library
User Unfriendly,4739,152009604,Vivian Vandevelde,Computer,Harcourt Childrens Books,1991,0,10,Library
Rl's Dream: A Novel,4740,393038025,Walter Mosley,Computer,W. W. Norton &amp; Company,1995,0,10,Library
Murder at the Mendel (Joanne Kilbourn Mysteries (Paperback)),4741,771014929,GAIL BOWEN,Computer,McClelland &amp; Stewart,2000,0,10,Library
